id,customer_id,author_id,author_name,content,timestamp,type,created_at,updated_at
22,customer_011,6,System,"🤖 System: Status changed from ""Closed"" to ""Active"" (triggered by Stan Gwin)",2025-07-12 00:05:46.426845,system,2025-07-12 00:05:46.426845,2025-07-12 00:05:46.426845
23,customer_011,6,System,"🤖 System: Status changed from ""Active"" to ""Closed"" (triggered by Stan Gwin)",2025-07-12 00:05:53.685601,system,2025-07-12 00:05:53.685601,2025-07-12 00:05:53.685601
29,customer_011,6,System,"🤖 System: Status changed from ""Closed"" to ""Quoted"" (triggered by Stan Gwin)",2025-07-12 00:22:10.926606,system,2025-07-12 00:22:10.926606,2025-07-12 00:22:10.926606
30,customer_011,6,System,"🤖 System: Status changed from ""Quoted"" to ""Hypercare"" (triggered by Stan Gwin)",2025-07-12 00:22:16.883547,system,2025-07-12 00:22:16.883547,2025-07-12 00:22:16.883547
31,customer_011,6,System,"🤖 System: Status changed from ""Hypercare"" to ""Closed"" (triggered by Stan Gwin)",2025-07-12 00:22:30.331735,system,2025-07-12 00:22:30.331735,2025-07-12 00:22:30.331735
78,customer_011,6,System,"🤖 System: Next step updated from ""Send Quote"" to ""None"" (triggered by Stan Gwin)",2025-07-16 17:15:36.342108,system,2025-07-16 17:15:36.342108,2025-07-16 17:15:36.342108
131,customer_011,6,System,"🤖 System: Next step due date set to ""2025-07-26"" (triggered by Stan Gwin)",2025-07-25 02:46:54.535298,system,2025-07-25 02:46:54.535298,2025-07-25 02:46:54.535298
132,customer_011,6,System,"🤖 System: Next step updated from ""None"" to """" (triggered by Stan Gwin)",2025-07-25 02:47:04.752619,system,2025-07-25 02:47:04.752619,2025-07-25 02:47:04.752619
133,customer_011,6,System,"🤖 System: Next step due date updated from ""2025-07-26"" to ""2025-07-23"" (triggered by Stan Gwin)",2025-07-25 02:47:06.847974,system,2025-07-25 02:47:06.847974,2025-07-25 02:47:06.847974
53,customer_012,6,System,"🤖 System: Next step set to ""Follow with Voxo AE"" (triggered by Stan Gwin)",2025-07-14 14:32:10.867021,system,2025-07-14 14:32:10.867021,2025-07-14 14:32:10.867021
79,customer_012,6,System,"🤖 System: Next step updated from ""Follow with Voxo AE"" to ""Follow with Affiliate AE"" (triggered by Stan Gwin)",2025-07-16 17:15:41.270538,system,2025-07-16 17:15:41.270538,2025-07-16 17:15:41.270538
58,customer_1752255981406,6,Stan Gwin,"Sent to Eli Rinker today -- Eli,
Here’s the proposal for the three locations:
Each Location Will Receive:
(1) Meraki MS120-24 (non-PoE) switch – $1,100 (includes 1-year license)
Meraki MX67W license renewal – $240 (Vantix covers future renewals under ongoing management)
Monthly Management: $225/month (Firewall $175 + Switch $50)
Total NRC per location: $1,340
Each managed location includes full management and monitoring of the firewall, Wi-Fi, and switch, along with ongoing licensing for those devices.
We’ll provide secure VPN connectivity between locations if needed and VPN client access for up to 10 users

Locations:
Plains Drug – 214 Railroad Ave, Plains, MT
Thompson Falls Family Pharmacy – 1221 W Main St, Thompson Falls, MT
Mineral Pharmacy – 207 River St, Superior, MT

On-Site Infrastructure Work:
Performed by Raymond Flowers (Eli assisting/training)
Includes cable cleanup, new cabling as needed, any installation of hardware necessary at the distribution frames or at the jacks for end devices, switch installation, VOXO phone installation, testing with you of all devices, and anything else relevant to this project.
5 days @ $800/day = $4,000 — This is an estimate and will be billed at actual days even if less.  Fractional days are $100 per hour.  Travel time is billed at regular rate.
Travel/lodging/meals covered by Plains (customer).
Materials cost will be covered by Plains and provided through Raymond Flowers unless you direct us otherwise.  

Summary:
Total NRC (all 3 locations): $4,020
On-site Work (NRC): $4,000
Grand Total NRC: $8,020
Total MRC: $675/month

Let me know if you have any questions or if you are ready to move forward, and we’ll coordinate the next steps.

Thanks,
Stan


Stan G. Gwin
601.408.9199
www.vantix.tech",2025-07-14 19:19:55.575468,manual,2025-07-14 19:19:55.575468,2025-07-14 19:19:55.575468
59,customer_1752255981406,6,System,"🤖 System: Status changed from ""Lead"" to ""Signed"" (triggered by Stan Gwin)",2025-07-15 00:02:42.037458,system,2025-07-15 00:02:42.037458,2025-07-15 00:02:42.037458
60,customer_1752255981406,6,System,"🤖 System: Status changed from ""Signed"" to ""Onboarding"" (triggered by Stan Gwin)",2025-07-15 00:02:47.596201,system,2025-07-15 00:02:47.596201,2025-07-15 00:02:47.596201
61,customer_1752255981406,6,System,"🤖 System: Status changed from ""Onboarding"" to ""Signed"" (triggered by Stan Gwin)",2025-07-15 00:02:54.31842,system,2025-07-15 00:02:54.31842,2025-07-15 00:02:54.31842
62,customer_1752255981406,6,System,"🤖 System: Status changed from ""Signed"" to ""Onboarding"" (triggered by Stan Gwin)",2025-07-15 00:02:58.260305,system,2025-07-15 00:02:58.260305,2025-07-15 00:02:58.260305
63,customer_1752255981406,6,System,"🤖 System: Status changed from ""Onboarding"" to ""Signed"" (triggered by Stan Gwin)",2025-07-15 00:03:12.210093,system,2025-07-15 00:03:12.210093,2025-07-15 00:03:12.210093
64,customer_1752255981406,6,System,"🤖 System: Next step updated from ""Send Quote"" to ""Schedule Install"" (triggered by Stan Gwin)",2025-07-15 00:03:21.985157,system,2025-07-15 00:03:21.985157,2025-07-15 00:03:21.985157
65,customer_1752255981406,6,System,"🤖 System: Next step updated from ""Send Quote"" to ""Order Hardware"" (triggered by Stan Gwin)",2025-07-15 00:03:22.901424,system,2025-07-15 00:03:22.901424,2025-07-15 00:03:22.901424
88,customer_1752255981406,6,System,"🤖 System: Status changed from ""Signed"" to ""Onboarding"" (triggered by Stan Gwin)",2025-07-17 14:54:17.704454,system,2025-07-17 14:54:17.704454,2025-07-17 14:54:17.704454
89,customer_1752255981406,6,System,"🤖 System: Next step updated from ""Order Hardware"" to ""Perform Install and Test"" (triggered by Stan Gwin)",2025-07-17 14:54:31.271037,system,2025-07-17 14:54:31.271037,2025-07-17 14:54:31.271037
90,customer_1752255981406,6,System,"🤖 System: Next step due date set to ""2025-07-18"" (triggered by Stan Gwin)",2025-07-17 14:54:34.27198,system,2025-07-17 14:54:34.27198,2025-07-17 14:54:34.27198
95,customer_1752255981406,6,Stan Gwin,"Email from today sent to project group -- Good morning Gentlemen,

Tracking is showing that the equipment will be delivered this coming Monday.  Here is the link:  https://www.fedex.com/fedextrack/?trknbr=439510251712&trkqual=12029~439510251712~FDEG&simplified=true

Track a package
Track and Manage FedEx Deliveries
www.fedex.com
Eli,

These will be the network switches only.  The licenses for the switches and the renewal licenses for the 67W's will come directly to me.  When the packages arrive, please take a picture of each packing list, verify all of the items on the packing lists are present, and then send me a copy of the packing lists.  Text is fine.

Raymond,

Even if the shipment runs a little late, it should have no problem being there next week. Your plan to start work on Monday, July 28, and complete the work that week should work well.  Also, will you be ready to turn up phones by Thursday, July 31?  Harley needs to schedule a port date that we are comfortable with and that happens while you're still on site.

Thank you all,


Stan




Stan G. Gwin
601.408.9199
www.vantix.tech",2025-07-18 17:10:13.23458,manual,2025-07-18 17:10:13.23458,2025-07-18 17:10:13.23458
96,customer_1752255981406,6,System,"🤖 System: Status changed from ""Onboarding"" to ""Signed"" (triggered by Stan Gwin)",2025-07-18 17:16:51.052708,system,2025-07-18 17:16:51.052708,2025-07-18 17:16:51.052708
97,customer_1752255981406,6,System,"🤖 System: Next step updated from ""Perform Install and Test"" to ""Order Hardware"" (triggered by Stan Gwin)",2025-07-18 17:17:02.248807,system,2025-07-18 17:17:02.248807,2025-07-18 17:17:02.248807
149,customer_1752255981406,6,System,"🤖 System: Next step updated from ""Order Hardware"" to ""Configure in Dashboard"" (triggered by Stan Gwin)",2025-07-29 18:27:00.44691,system,2025-07-29 18:27:00.44691,2025-07-29 18:27:00.44691
80,customer_1752596891855,,Stan Gwin,Customer archived by Stan Gwin,2025-07-16 17:16:00.790074,manual,2025-07-16 17:16:00.790074,2025-07-16 17:16:00.790074
81,customer_1752596894930,6,System,"🤖 System: Next step set to ""Follow with Affiliate AE"" (triggered by Stan Gwin)",2025-07-17 14:22:17.920419,system,2025-07-17 14:22:17.920419,2025-07-17 14:22:17.920419
82,customer_1752596894930,6,Stan Gwin,"I got a call yesterday from Cliff at Voxo. He informed me that he had an order for these people that included me as the firewall provider. Rusty Betts is the account executive on this account for Voxo. I talked to Rusty. He said that he's including the firewall in his agreements now. I need to verify this with Nick, but on Voxo's word I probably need to go ahead and just order the equipment for this customer.",2025-07-17 14:23:15.156029,manual,2025-07-17 14:23:15.156029,2025-07-17 14:23:15.156029
83,customer_1752596894930,6,System,"🤖 System: Next step due date set to ""2025-07-17"" (triggered by Stan Gwin)",2025-07-17 14:34:53.172233,system,2025-07-17 14:34:53.172233,2025-07-17 14:34:53.172233
101,customer_1752596894930,6,Stan Gwin,"Thread between Laura and me -- Hello Laura,

Thanks for reaching out.

I need to have a short — 10 minutes or less conversation — just to make sure we are specifying the proper hardware and discuss your preference of installation options.  Then I need another 5 minutes from you to complete a Docusign that I'll send you.

When do you have availability for a quick call?

Stan



Stan G. Gwin
601.408.9199
www.vantix.tech


Book time to meet with me
From: Postal Pharmacy <postalpharmrx@outlook.com>
Sent: Monday, July 21, 2025 4:49 PM
To: Stan Gwin <stan@vantix.tech>
Subject: RE: Vantix Firewall / Oakridge Pharmacy
 
Hi Stan,

 

Do you need anything from us at this time to get the firewall setup for our transition on 8/8?

 

Thank you,

Laura Abrahamson

President, Oakridge Pharmacy

47809 Hwy 58

PO Box 697

Oakridge, OR 97463

(541) 782-2617

Privileged, confidential, or otherwise protected from disclosure. Any third party review or use of this message or its contents is strictly prohibited. If you have received this transmission in error, please notify us immediately by email and/or telephone.",2025-07-22 15:29:04.923763,manual,2025-07-22 15:29:04.923763,2025-07-22 15:29:04.923763
102,customer_1752596894930,6,System,"🤖 System: Status changed from ""Lead"" to ""Quoted"" (triggered by Stan Gwin)",2025-07-22 15:29:35.365743,system,2025-07-22 15:29:35.365743,2025-07-22 15:29:35.365743
103,customer_1752596894930,6,System,"🤖 System: Next step updated from ""Follow with Affiliate AE"" to ""Follow Up"" (triggered by Stan Gwin)",2025-07-22 15:29:40.413557,system,2025-07-22 15:29:40.413557,2025-07-22 15:29:40.413557
104,customer_1752596894930,6,System,"🤖 System: Next step due date set to ""2025-07-22"" (triggered by Stan Gwin)",2025-07-22 15:29:45.147805,system,2025-07-22 15:29:45.147805,2025-07-22 15:29:45.147805
108,customer_1752596894930,6,Stan Gwin,"Called Laura but got Christian on the phone. Spoke to him for a few minutes. They're on the edge of where they could go with a Z3 or Z4 so I recommended the Z4 but told him I'd be OK with going to see if they just didn't wanna spend the extra $200. He said let's spend the extra 200 and go with the Z4. They've got about eight employees and nine or 10 devices plus some printers and things like that so it should be fine. He did say that they have two different SS IDs one that is within the HIPAA local network and one that is outside of the HIPAA network for their personal devices, which is the correct way to do that. So we need to accommodate those. Also, he said that they do have a rats nest of a wiring issue which he is going to send me pictures of so I can see everything and identify what's going on however, he said he doesn't think it's bad enough that they're gonna have to get rewired right now. I am waiting for the pictures to come through. Then I will send them a proposal or rather I'll send them a service order for Laura to sign. Laura is the owner and will be the authorized signer.",2025-07-22 17:53:13.0372,manual,2025-07-22 17:53:13.0372,2025-07-22 17:53:13.0372
109,customer_1752596894930,6,System,🤖 System: File uploaded: IMG_3113.HEIC (triggered by Stan Gwin),2025-07-22 17:56:50.887332,system,2025-07-22 17:56:50.887332,2025-07-22 17:56:50.887332
110,customer_1752596894930,6,System,🤖 System: File uploaded: IMG_3112.HEIC (triggered by Stan Gwin),2025-07-22 17:56:55.855561,system,2025-07-22 17:56:55.855561,2025-07-22 17:56:55.855561
111,customer_1752596894930,6,System,🤖 System: File uploaded: IMG_3111.HEIC (triggered by Stan Gwin),2025-07-22 17:57:04.275871,system,2025-07-22 17:57:04.275871,2025-07-22 17:57:04.275871
112,customer_1752596894930,6,System,🤖 System: File uploaded: IMG_3115.HEIC (triggered by Stan Gwin),2025-07-22 17:58:14.735849,system,2025-07-22 17:58:14.735849,2025-07-22 17:58:14.735849
113,customer_1752596894930,6,System,🤖 System: File uploaded: IMG_3114.HEIC (triggered by Stan Gwin),2025-07-22 17:58:20.362908,system,2025-07-22 17:58:20.362908,2025-07-22 17:58:20.362908
114,customer_1752596894930,6,Stan Gwin,"Premise Address -- 
47809 Hwy 58
Oakridge, OR 97463",2025-07-22 18:54:44.133514,manual,2025-07-22 18:54:44.133514,2025-07-22 18:54:44.133514
147,customer_1752596894930,6,System,"🤖 System: Status changed from ""Quoted"" to ""Signed"" (triggered by Stan Gwin)",2025-07-29 18:26:40.866605,system,2025-07-29 18:26:40.866605,2025-07-29 18:26:40.866605
148,customer_1752596894930,6,System,"🤖 System: Next step updated from ""Follow Up"" to ""Configure in Dashboard"" (triggered by Stan Gwin)",2025-07-29 18:26:50.150055,system,2025-07-29 18:26:50.150055,2025-07-29 18:26:50.150055
105,customer_1752858755499,,Stan Gwin,Customer archived by Stan Gwin,2025-07-22 15:30:05.644277,manual,2025-07-22 15:30:05.644277,2025-07-22 15:30:05.644277
106,customer_1753203739064,6,Stan Gwin,"Retail pharmacy in St. Louis, MO.  Levi from Voxo had to do some cleanup work for them when he went out. They currently have a networking company that handles network, firewall, etc that complemented the pharmacy services.  Service level has dropped to unacceptable level.  No critical immediate need but want to change.  Two stores -- with about 60 employees.  Wants Internet rollover.  Has 3 different providers -- Nitel is primary, Charter broadband, AT&T.  Wants auto or flip of switch failover.   Told him I'd send him a text requesting specific items I need.  He would rather have somebody come over to his site initially to get everything right and do an assessment and he's willing to pay for that to make sure everything is proper and in place. He also is a little concerned about not having somebody in the local area that can come by and do his work and so I told him I would check with my network find out who the resource is in that location and what we need to do to make sure to trustworthy person that I'm confident can handle things if we need somebody in an urgent manner to come by for a 4 pay visit.",2025-07-22 17:21:36.437144,manual,2025-07-22 17:21:36.437144,2025-07-22 17:21:36.437144
107,customer_1753203739064,6,Stan Gwin,"Just sent Craig this note via text -- Craig —
Good talking with you today. To evaluate things on our end, here’s what I need from you when you get a chance:

1. Photos (for each location, clearly labeled):
	•	A wide-angle shot of your network area (equipment rack, wall-mounted gear, etc.)
	•	A few closer shots so we can see the front and back of key devices and how things are connected — doesn’t have to be a separate picture of every single piece, just need to be able to zoom in enough to see front and back detail on every piece

2. Info & Docs:
	•	Copies of your Nitel, Charter, and AT&T internet bills
	•	Physical address of each store
	•	Your email address and company website (if available)
	•	Rough count of devices in each store: PCs, phones, printers, scanners — anything plugged into ethernet

3. Quick questions:
	•	Do you have camera systems at either location?
• If so, are they self-contained (cameras plug into their own controller or NVR) or do the cameras connect into your main network switches?
	•	How is Wi-Fi being managed today? (e.g. separate access points, part of the firewall, included in a third-party service, etc.)

Let me know if anything’s unclear.

— Stan (Stan@vantix.tech)",2025-07-22 17:41:06.203449,manual,2025-07-22 17:41:06.203449,2025-07-22 17:41:06.203449
116,customer_1753203739064,6,System,"🤖 System: Next step due date set to ""2025-07-24"" (triggered by Stan Gwin)",2025-07-23 02:57:32.880734,system,2025-07-23 02:57:32.880734,2025-07-23 02:57:32.880734
121,customer_1753203739064,4,System,"🤖 System: Next step due date set to ""2025-07-22"" (triggered by Test User)",2025-07-23 03:34:08.643693,system,2025-07-23 03:34:08.643693,2025-07-23 03:34:08.643693
122,customer_1753203739064,4,System,"🤖 System: Next step due date updated from ""2025-07-22"" to ""2025-07-30"" (triggered by Test User)",2025-07-23 03:34:09.643975,system,2025-07-23 03:34:09.643975,2025-07-23 03:34:09.643975
129,customer_1753203739064,6,System,"🤖 System: Next step due date set to ""2025-07-31"" (triggered by Stan Gwin)",2025-07-25 02:46:42.367761,system,2025-07-25 02:46:42.367761,2025-07-25 02:46:42.367761
141,customer_1753203739064,6,System,"🤖 System: Next step due date set to ""2025-07-31"" (triggered by Stan Gwin)",2025-07-25 03:04:59.500217,system,2025-07-25 03:04:59.500217,2025-07-25 03:04:59.500217
39,customer_456247,6,Stan Gwin,Rusty Betts called me and asked me to contact this customer. He had questions about how we would handle their network management if they move to Voxo. I answered his questions and will follow up with Rusty later to see if there's anything going on here.,2025-07-12 01:59:58.840444,manual,2025-07-12 01:59:58.840444,2025-07-12 01:59:58.840444
75,customer_456247,6,System,"🤖 System: Next step updated from ""Follow with VOXO AE"" to ""Follow with Affiliate AE"" (triggered by Stan Gwin)",2025-07-16 17:15:24.006059,system,2025-07-16 17:15:24.006059,2025-07-16 17:15:24.006059
117,customer_456247,6,System,"🤖 System: Next step due date set to ""2025-07-09"" (triggered by Stan Gwin)",2025-07-23 02:57:35.014159,system,2025-07-23 02:57:35.014159,2025-07-23 02:57:35.014159
123,customer_456247,4,System,"🤖 System: Next step due date set to ""2025-07-22"" (triggered by Test User)",2025-07-23 03:34:10.95057,system,2025-07-23 03:34:10.95057,2025-07-23 03:34:10.95057
124,customer_456247,4,System,"🤖 System: Next step due date updated from ""2025-07-22"" to ""2025-07-18"" (triggered by Test User)",2025-07-23 03:34:11.906526,system,2025-07-23 03:34:11.906526,2025-07-23 03:34:11.906526
127,customer_456247,6,System,"🤖 System: Primary-contact section updated: Primary Contact Phone: ""540-750-9999"" → ""540-750-1111"" (triggered by Stan Gwin)",2025-07-25 02:33:18.648033,system,2025-07-25 02:33:18.648033,2025-07-25 02:33:18.648033
130,customer_456247,6,System,"🤖 System: Next step due date set to ""2025-07-28"" (triggered by Stan Gwin)",2025-07-25 02:46:45.253324,system,2025-07-25 02:46:45.253324,2025-07-25 02:46:45.253324
136,customer_456247,6,System,"🤖 System: Next step due date set to ""2025-07-23"" (triggered by Stan Gwin)",2025-07-25 02:59:16.376677,system,2025-07-25 02:59:16.376677,2025-07-25 02:59:16.376677
137,customer_456247,6,System,"🤖 System: Next step due date set to ""2025-07-15"" (triggered by Stan Gwin)",2025-07-25 02:59:38.026464,system,2025-07-25 02:59:38.026464,2025-07-25 02:59:38.026464
138,customer_456247,6,System,"🤖 System: Next step due date updated from ""2025-07-15"" to ""2025-07-30"" (triggered by Stan Gwin)",2025-07-25 02:59:38.953421,system,2025-07-25 02:59:38.953421,2025-07-25 02:59:38.953421
